"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"P000197","Nancy","Pelosi",,"Nancy","Pelosi",,,"Ms.",,,"1940",,"[{""position"":""Representative"",""congressNumber"":100,""stateName"":""CA"",""parties"":[""Democrat""],""electionDate"":""1987-06-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":101,""stateName"":""CA"",""parties"":[""Democrat""],""electionDate"":""1988-11-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":102,""stateName"":""CA"",""parties"":[""Democrat""],""electionDate"":""1990-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Democrat""],""electionDate"":""1992-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Democrat""],""electionDate"":""1994-11-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Democrat""],""electionDate"":""1996-11-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Democrat""],""electionDate"":""1998-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Democrat""],""electionDate"":""2000-11-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CA"",""parties"":[""Democrat""],""leadershipPositions"":[{""position"":""Speaker Of The House"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Democrat""],""leadershipPositions"":[{""position"":""Speaker Of The House"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""],""leadershipPositions"":[{""position"":""Speaker Of The House"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"P000617","Ayanna","Pressley",,"Ayanna","Pressley",,,,,,"1974",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"P000523","David","Price","Eugene","David","Price","Eugene",,,,,"1940",,"[{""position"":""Representative"",""congressNumber"":100,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Democrat""],""electionCirca"":false}]"
"R000583","Thomas","Rooney","J.","Thomas","Rooney","J.",,,,,"1970",,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""]}]"
"R000603","David","Rouzer",,"David","Rouzer",,,,,,"1972",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
"R000614","Charles","Roy",,"Charles","Roy",,"Chip",,,,"1972",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false}]"
"R000570","Paul","Ryan","D.","Paul","Ryan","D.",,,,,"1970",,"[{""position"":""Representative"",""congressNumber"":108,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""WI"",""parties"":[""Republican""],""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""2017-01-03"",""startCirca"":false,""endDate"":""2019-01-03"",""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""WI"",""parties"":[""Republican""],""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""2015-10-29"",""startCirca"":false,""endDate"":""2017-01-03"",""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""WI"",""parties"":[""Republican""]}]"
"S001177","Gregorio","Sablan","Kilili Camacho","Gregorio","Sablan","Kilili Camacho",,,,,"1955",,"[{""position"":""Delegate"",""congressNumber"":111,""stateName"":""MP"",""parties"":[""Independent"",""Democrat""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":112,""stateName"":""MP"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":113,""stateName"":""MP"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":114,""stateName"":""MP"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":115,""stateName"":""MP"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":116,""stateName"":""MP"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":117,""stateName"":""MP"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":118,""stateName"":""MP"",""parties"":[""Democrat""],""electionCirca"":false}]"
"S001226","Andrea","Salinas",,"Andrea","Salinas",,,,,,"1969",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""OR"",""parties"":[""Democrat""],""electionCirca"":false}]"
"S001215","Haley","Stevens",,"Haley","Stevens",,,,,,"1983",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MI"",""parties"":[""Democrat""],""electionCirca"":false}]"
"T000480","William","Timmons",,"William","Timmons",,,,,,"1984",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false}]"
"T000484","Xochitl","Torres Small",,"Xochitl","Torres Small",,,,,,"1984",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""NM"",""parties"":[""Democrat""]}]"
"V000136","Gabriel","Vasquez",,"Gabriel","Vasquez",,,,,,"1984",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""NM"",""parties"":[""Democrat""],""electionCirca"":false}]"
"W000800","Peter","Welch",,"Peter","Welch",,,,,,"1947",,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""VT"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""VT"",""parties"":[""Democrat""],""electionCirca"":false}]"
"W000795","Addison","Wilson","Graves","Addison","Wilson","Graves","Joe",,,,"1947",,"[{""position"":""Representative"",""congressNumber"":107,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false}]"
"Y000062","John","Yarmuth",,"John","Yarmuth",,,,,,"1947",,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""KY"",""parties"":[""Democrat""],""electionCirca"":false}]"
"Y000066","David","Young",,"David","Young",,,,,,"1968",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""IA"",""parties"":[""Republican""]}]"
